name,id,home,team,pos,defense_ast,defense_ffum,defense_int,defense_sk,defense_tkl,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,kicking_fga,kicking_fgm,kicking_fgyds,kicking_totpfg,kicking_xpa,kicking_xpb,kicking_xpmade,kicking_xpmissed,kicking_xptot,kickret_avg,kickret_lng,kickret_lngtd,kickret_ret,kickret_tds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,punting_avg,punting_i20,punting_lng,punting_pts,punting_yds,puntret_avg,puntret_lng,puntret_lngtd,puntret_ret,puntret_tds,receiving_lng,receiving_lngtd,receiving_rec,receiving_tds,receiving_twopta,receiving_twoptm,receiving_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
C.J. Fiedorowicz,00-0031302,no,HOU,TE,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141,5,17,1,0,0,167,,,,,,,

Mark Fields,00-0025612,no,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,4,114,10,412,,,,,,,,,,,,,,,,,,,

Carlos Fields,00-0031161,no,WAS,LB,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Cortland Finnegan,00-0024429,no,CAR,DB,3,0,0,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Eric Fisher,00-0030584,no,KC,T,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Jake Fisher,00-0032196,yes,CIN,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,0,1,0,0,0,31,,,,,,,

Larry Fitzgerald,00-0022921,no,ARI,WR,,,,,,2,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,64,109,9,0,0,1215,,,,,,,

Ryan Fitzpatrick,00-0023682,no,NYJ,QB,,,,,,2,2,5,2,-32,,,,,,,,,,,,,,,562,335,15,31,0,0,3905,,,,,,,,,,,,,,,,,,60,162,24,2,0,0,270

Joe Flacco,00-0026158,no,BAL,QB,,,,,,2,3,5,3,-22,,,,,,,,,,,,,,,413,266,12,14,3,1,2791,,,,,,,,,,,,,,,,,,13,21,2,3,0,0,23

Coby Fleener,00-0029697,no,IND,TE,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254,67,54,3,1,1,491,,,,,,,

Cameron Fleming,00-0029292,no,NE,LB,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Jamell Fleming,00-0029639,no,KC,CB,1,0,0,0,12,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Dane Fletcher,00-0027041,no,NE,,2,1,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Brandon Flowers,00-0026175,no,SD,CB,4,0,0,1,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Ereck Flowers,00-0032259,no,NYG,OT,,,,,,0,2,0,2,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Malcom Floyd,00-0022414,no,SD,WR,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405,110,30,3,0,0,561,,,,,,,

Michael Floyd,00-0029638,no,ARI,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392,143,52,6,0,0,849,,,,,,,

Sharrif Floyd,00-0030574,no,MIN,DT,14,0,0,2.5,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Andre Fluellen,00-0026227,no,DET,,0,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

D.J. Fluker,00-0030505,no,SD,OG,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Nick Foles,00-0029567,no,STL,QB,,,,,,2,1,4,1,-4,,,,,,,,,,,,,,,337,190,10,7,1,1,2052,,,,,,,,,,,,,,,,,,17,22,1,1,0,0,20

Nick Folk,00-0025565,no,NYJ,K,,,,,,,,,,,16,13,315,39,19,0,19,0,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Kai Forbath,00-0028787,no,WAS,K,,,,,,,,,,,13,10,298,30,35,0,34,1,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Dee Ford,00-0031297,no,KC,LB,2,0,0,4,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Justin Forsett,00-0026373,no,BAL,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,0,31,0,1,0,153,151,177,15,2,0,0,641

Matt Forte,00-0026184,no,CHI,RB,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,34,44,3,2,1,389,218,183,15,4,0,0,898

Arian Foster,00-0026796,no,HOU,RB,,,,,,1,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,21,22,2,0,0,227,63,39,2,1,0,0,163

Mason Foster,00-0028022,no,WAS,LB,10,1,0,0,23,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Bennie Fowler,00-0030670,no,DEN,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,0,16,0,0,0,203,,,,,,,

Jalston Fowler,00-0032130,no,TEN,FB,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,1,5,1,0,0,44,7,7,1,1,1,0,13

Jason Fox,00-0027728,no,MIA,T,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

A.J. Francis,00-0029972,no,MIA,DT,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Andrew Franks,00-0031718,no,MIA,K,,,,,,,,,,,16,13,350,39,36,0,33,3,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Jerrell Freeman,00-0025920,no,IND,ILB,47,0,1,3,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Josh Freeman,00-0026993,yes,IND,QB,,,,,,,,,,,,,,,,,,,,,,,,,28,15,1,1,0,0,149,,,,,,,,,,,,,,,,,,8,9,0,0,0,0,24

Devonta Freeman,00-0031285,no,ATL,RB,,,,,,2,2,3,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226,34,73,3,0,0,578,264,265,72,11,0,0,1061

Dwight Freeney,00-0021146,no,ARI,LB,1,3,0,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Jonathan Freeny,00-0028454,no,NE,MLB,21,1,0,1,26,0,0,1,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Alani Fua,00-0031702,no,ARI,OLB,0,0,0,0,2,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Corey Fuller,00-0030095,yes,DET,WR,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,68,0,4,0,0,0,76,,,,,,,

Kyle Fuller,00-0031041,no,CHI,CB,8,0,2,0,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Devin Funchess,00-0032055,no,CAR,WR,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292,62,31,5,0,0,473,,,,,,,

Blaine Gabbert,00-0027948,no,SF,QB,,,,,,1,1,4,1,-15,,,,,,,,,,,,,,,282,178,7,10,0,0,2031,,,,,,,,,,,,,,,,,,33,110,44,1,0,0,185

Taylor Gabriel,00-0031228,no,CLE,WR,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,0,28,0,1,1,241,,,,,,,

Andrew Gachkar,00-0028172,no,DAL,OLB,3,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Phillip Gaines,00-0031015,no,KC,CB,1,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Charles Gaines,00-0031955,no,CLE,CB,0,1,0,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Andy Gallik,00-0032118,no,TEN,C,,,,,,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Graham Gano,00-0026858,no,CAR,K,,,,,,,,,,,32,30,608,90,58,1,56,2,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Max Garcia,00-0032132,yes,DEN,C,,,,,,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Pierre Garcon,00-0026345,no,WAS,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315,67,72,6,1,0,777,,,,,,,

Jimmy Garoppolo,00-0031345,no,NE,QB,,,,,,,,,,,,,,,,,,,,,,,,,4,1,0,0,0,0,6,,,,,,,,,,,,,,,,,,5,-3,0,0,0,0,-5

Shamiel Gary,00-0030682,no,MIA,DB,3,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Kendall Gaskins,00-0030039,no,SF,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,0,8,0,0,0,69,16,25,0,0,0,0,38

Bruce Gaston,00-0030892,no,GB,NT,3,0,0,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Antonio Gates,00-0021547,no,SD,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221,37,56,5,0,0,630,,,,,,,

William Gay,00-0025557,no,PIT,CB,12,0,2,1,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Clayton Geathers,00-0031571,no,IND,SS,6,0,0,0,22,0,0,0,1,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Jeremiah George,00-0031018,no,TB,LB,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Toby Gerhart,00-0027888,no,JAC,RB,,,,,,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,3,0,0,0,23,20,15,0,0,0,0,44

William Gholston,00-0030386,no,TB,DE,20,1,0,3,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Wallace Gilberry,00-0026105,no,CIN,DE,7,1,0,2,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Justin Gilbert,00-0031438,no,CLE,CB,0,0,0,0,4,,,,,,,,,,,,,,,175,182,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Marcus Gilchrist,00-0027988,no,NYJ,FS,21,0,3,0,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Mike Gillislee,00-0030433,no,BUF,RB,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,0,6,0,0,0,29,47,168,129,3,0,0,267

Crockett Gillmore,00-0030992,no,BAL,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,39,33,4,0,0,412,,,,,,,

Stephon Gilmore,00-0029542,no,BUF,CB,0,0,3,0,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Ted Ginn,00-0025396,no,CAR,WR,,,,,,,,,,,,,,,,,,,,8,8,0,1,0,,,,,,,,,,,,,88,164,0,27,0,422,172,44,10,0,0,739,4,59,0,0,0,0,60

Tashaun Gipson,00-0028924,no,CLE,FS,17,0,2,0,42,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Chris Givens,00-0029614,no,STL,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262,14,20,1,0,0,353,4,18,0,0,0,0,18

Cordy Glenn,00-0029561,no,BUF,T,,,,,,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Jacoby Glenn,00-0031907,yes,CHI,CB,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Charles Godfrey,00-0026207,yes,ATL,FS,1,1,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Robert Golden,00-0028954,no,PIT,SS,9,0,1,0,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Markus Golden,00-0029336,no,ARI,WR,,,,,,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,0,3,0,5,0,1,0,0,0,5,,,,,,,

Markus Golden,00-0032127,no,ARI,OLB,10,2,0,4.0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Eddie Goldman,00-0031551,no,CHI,NT,6,0,0,4.5,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Dashon Goldson,00-0025513,no,WAS,FS,38,1,1,0,71,0,0,0,2,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Kedric Golston,00-0024410,no,WAS,DE,10,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Najee Goode,00-0029418,no,PHI,LB,1,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Malliciah Goodman,00-0030424,yes,ATL,DE,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Demetri Goodson,00-0031080,no,GB,CB,2,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Marquise Goodwin,00-0030068,no,BUF,WR,,,,,,,,,,,,,,,,,,,,16,19,0,2,0,,,,,,,,,,,,,,,,,,14,0,2,0,0,0,24,,,,,,,

Melvin Gordon,00-0032144,no,SD,RB,,,,,,4,0,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,0,33,0,0,0,192,184,196,0,0,0,0,641

Frank Gore,00-0023500,no,IND,RB,,,,,,3,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174,9,34,1,0,0,267,260,262,53,6,0,0,967

Stephen Gostkowski,00-0024333,no,NE,K,,,,,,,,,,,36,33,618,99,52,0,52,0,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Robbie Gould,00-0023252,no,CHI,K,,,,,,,,,,,39,33,597,99,28,1,28,0,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Chris Gragg,00-0030049,no,BUF,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,0,12,0,0,0,150,,,,,,,

Shayne Graham,00-0019536,no,ATL,K,,,,,,,,,,,12,11,234,33,8,0,8,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Corey Graham,00-0025555,no,BUF,FS,32,0,2,1,90,0,0,0,2,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Jimmy Graham,00-0027696,no,SEA,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268,37,48,2,1,0,605,,,,,,,

Garrett Graham,00-0027718,no,HOU,TE,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,7,4,1,0,0,30,,,,,,,

Brandon Graham,00-0027865,no,PHI,OLB,14,4,0,7.0,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

T.J. Graham,00-0029660,no,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0,4,0,0,0,24,,,,,,,

Ryan Grant,00-0031068,no,WAS,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191,8,23,2,0,0,268,,,,,,,

Corey Grant,00-0031731,no,JAC,RB,,,,,,1,0,1,0,0,,,,,,,,,,114,130,0,8,0,,,,,,,,,,,,,,,,,,13,0,2,0,0,0,13,6,17,0,0,0,0,2

Dwayne Gratz,00-0030539,no,JAC,CB,7,0,0,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Jonas Gray,00-0029104,no,MIA,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,0,7,0,0,0,76,45,66,0,0,0,0,176

MarQueis Gray,00-0029878,yes,BUF,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,1,0,0,0,2,,,,,,,

A.J. Green,00-0027942,no,CIN,WR,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534,222,86,10,0,0,1297,,,,,,,

Virgil Green,00-0028142,no,DEN,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,1,12,1,0,0,173,,,,,,,

Ladarius Green,00-0029275,no,SD,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224,82,37,4,2,2,429,,,,,,,

Dorial Green-Beckham,00-0032218,no,TEN,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255,68,32,4,1,1,549,,,,,,,

Rashad Greene,00-0032170,no,JAC,WR,,,,,,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,145,239,73,18,1,60,3,19,2,1,0,93,,,,,,,

Chad Greenway,00-0024232,no,MIN,OLB,15,0,1,2.5,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Justin Gregory,00-0032197,no,DAL,DE,4,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Jermaine Gresham,00-0027873,no,ARI,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,14,18,1,0,0,223,,,,,,,

Everson Griffen,00-0027701,no,MIN,DE,10,1,0,10.5,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Michael Griffin,00-0025406,no,TEN,FS,34,0,1,1,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Ryan Griffin,00-0030108,no,HOU,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,18,20,2,0,0,251,,,,,,,

Brent Grimes,00-0024183,no,MIA,CB,7,0,4,0,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,43,0,4,0,,,,,,,,,,,,,,

Jonathan Grimes,00-0029510,no,HOU,RB,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,,,,,,,104,12,26,1,0,0,173,56,137,3,1,1,1,282

Geneo Grissom,00-0031940,no,NE,OLB,2,0,0,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Rob Gronkowski,00-0027656,no,NE,TE,,,,,,0,1,0,1,0,,,,,,,,,,5,5,0,1,0,,,,,,,,,,,,,,,,,,505,210,72,11,0,0,1176,,,,,,,

Letroy Guion,00-0026292,no,GB,NT,9,0,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Rodney Gunter,00-0032131,no,ARI,NT,3,0,0,1,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Todd Gurley,00-0032241,no,STL,RB,,,,,,1,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,0,21,0,0,0,188,229,382,115,10,1,0,1108

Lawrence Guy,00-0028171,no,BAL,DE,17,0,0,4.5,29,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Obum Gwacham,00-0031614,no,NO,DE,1,0,0,2.5,3,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Ha Ha Clinton-Dix,00-0031333,no,GB,FS,17,1,2,3,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Joe Haden,00-0027860,no,CLE,CB,4,0,0,0,18,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Ra'Shede Hageman,00-0031281,no,ATL,DT,11,0,0,1,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Andrew Hal,00-0031087,no,HOU,SS,8,0,4,0,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Tamba Hali,00-0024235,no,KC,OLB,9,2,0,6.5,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

DeAngelo Hall,00-0022923,no,WAS,CB,9,1,0,0,39,0,0,0,1,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Leon Hall,00-0025405,no,CIN,SS,11,0,2,0,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Frankie Hammond,00-0030154,no,KC,WR,,,,,,1,1,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,41,75,0,14,0,,,,,,,,,,,,,,

Leonard Hankerson,00-0028017,no,ATL,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152,16,26,3,1,0,327,,,,,,,

Johnathan Hankins,00-0030063,no,NYG,DT,9,1,0,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

James Hanna,00-0029634,no,DAL,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,0,9,0,0,0,79,,,,,,,

Clay Harbor,00-0027725,no,JAC,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,6,14,1,1,1,149,,,,,,,

Greg Hardy,00-0027774,no,DAL,DE,12,1,1,6,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Justin Hardy,00-0031570,no,ATL,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,0,21,0,0,0,194,,,,,,,

Cory Harkey,00-0028958,no,STL,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,0,5,0,0,0,26,,,,,,,

Duron Harmon,00-0030383,no,NE,CB,6,0,3,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Eli Harold,00-0032060,no,SF,OLB,4,0,0,0,9,0,0,0,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Roman Harper,00-0024258,no,CAR,SS,27,0,0,0,46,0,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Chris Harper,00-0031854,no,NE,WR,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10,0,3,0,6,0,1,0,0,0,6,,,,,,,

David Harris,00-0025434,no,NYJ,ILB,42,2,0,5,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Dwayne Harris,00-0028114,no,NYG,WR,,,,,,0,2,3,2,0,,,,,,,,,,285,364,0,22,1,,,,,,,,,,,,,133,222,80,34,1,191,42,36,4,0,0,396,2,12,0,0,0,0,12

Chris Harris,00-0028224,no,DEN,CB,10,2,2,0,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

DuJuan Harris,00-0028409,no,SEA,RB,,,,,,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,0,9,0,0,0,97,48,81,0,0,0,0,189

Demetrius Harris,00-0030155,no,KC,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,15,7,1,0,0,74,,,,,,,

Jeremy Harris,00-0030435,no,WAS,DB,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Shelby Harris,00-0031270,no,OAK,DE,3,0,0,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Anthony Harris,00-0031799,no,MIN,SS,4,0,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Alonzo Harris,00-0031830,no,GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,18,0,0,0,0,19

Jerome Harrison,00-0020712,no,PIT,OLB,14,2,1,5,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Damon Harrison,00-0029040,no,NYJ,NT,33,1,0,0,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Jonotthan Harrison,00-0030649,no,IND,C,,,,,,1,0,1,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Taylor Hart,00-0031179,no,PHI,DE,15,0,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Brian Hartline,00-0027077,no,CLE,WR,,,,,,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,10,46,2,0,0,523,,,,,,,

Percy Harvin,00-0026998,no,BUF,WR,,,,,,0,0,1,0,0,,,,,,,,,,65,69,0,5,0,,,,,,,,,,,,,,,,,,107,51,19,1,1,0,218,5,24,0,0,1,0,31

